DOClass	Disease	DiseaseClass	EvidenceIndexGDA	EvidenceLevelGDA	FirstRef	Gene	GeneDPI	GeneDSI	GeneFullName	GenePLI	HPOClass	LastRef	NumDiseasesAssociatedToGene	NumGenesDisease	NumPMIDs	NumVariantsAssociatedToGene	NumVariantsDisease	NumVariantsGDA	PathwayIDs	PathwayNames	ProteinClass	ScoreGDA	SemanticType	Type	UnitProt	diseaseUMLSCUI	geneEnsemblIDs	geneNcbiID	geneNcbiType	numCTs	numberChemsIncludedInEvidence	numberPmidsWithChemsIncludedInEvidence
	Depressive neurosis	Mental Disorders	1.0		2012.0	PLA2G2A	0.87	0.47	phospholipase A2 group IIA		Abnormality of the nervous system (00707)	2012.0	12	271	1	0	6	0	R-HSA-1430728,R-HSA-168256	Metabolism,Immune System	Enzyme	0.5	Mental or Behavioral Dysfunction (T048)	disease	P14555	C0011581	ENSG00000188257	5320	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2009.0	PPP3CC	0.26	0.7	protein phosphatase 3 catalytic subunit gamma	0.00010366	Abnormality of the nervous system (00707)	2009.0	9	271	1	2	6	0	R-HSA-162582,R-HSA-5357801	Signal Transduction,Programmed Cell Death		0.5	Mental or Behavioral Dysfunction (T048)	disease	P48454	C0011581	ENSG00000120910	5533	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2012.0	ALG8	0.74	0.59	ALG8 alpha-1,3-glucosyltransferase	1.8274e-10	Abnormality of the nervous system (00707)	2012.0	5	271	1	76	6	0	R-HSA-1643685,R-HSA-392499	Disease,Metabolism of proteins	Enzyme	0.5	Mental or Behavioral Dysfunction (T048)	disease	Q9BVK2,A0A024R5K5	C0011581	ENSG00000159063	79053	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2009.0	FGF20	0.74	0.6	fibroblast growth factor 20	0.087613	Abnormality of the nervous system (00707)	2009.0	7	271	1	3	6	0	R-HSA-162582,R-HSA-1643685	Signal Transduction,Disease	Signaling	0.5	Mental or Behavioral Dysfunction (T048)	disease	A0A7U3L649,Q9NP95	C0011581	ENSG00000078579	26281	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2004.0	M6PR	0.7	0.69	mannose-6-phosphate receptor, cation dependent	0.00056279	Abnormality of the nervous system (00707)	2004.0	7	271	1	5	6	0	R-HSA-1430728,R-HSA-5653656	Metabolism,Vesicle-mediated transport	Receptor	0.5	Mental or Behavioral Dysfunction (T048)	disease	F5GX30,P20645	C0011581	ENSG00000003056	4074	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2013.0	RGS1	0.87	0.6	regulator of G protein signaling 1	0.10975	Abnormality of the nervous system (00707)	2013.0	8	271	1	2	6	0	R-HSA-162582	Signal Transduction	Enzyme modulator	0.5	Mental or Behavioral Dysfunction (T048)	disease	Q08116	C0011581	ENSG00000090104	5996	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2014.0	MAP2K5	0.7	0.59	mitogen-activated protein kinase kinase 5	7.4005e-07	Abnormality of the nervous system (00707)	2014.0	4	271	1	34	6	0	R-HSA-162582	Signal Transduction	Kinase	0.5	Mental or Behavioral Dysfunction (T048)	disease	Q13163	C0011581	ENSG00000137764	5607	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2009.0	SFRP1	0.96	0.46	secreted frizzled related protein 1	0.4785	Abnormality of the nervous system (00707)	2009.0	11	271	1	4	6	0	R-HSA-162582	Signal Transduction		0.5	Mental or Behavioral Dysfunction (T048)	disease	Q8N474	C0011581	ENSG00000104332	6422	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2009.0	ARHGEF10	0.7	0.65	Rho guanine nucleotide exchange factor 10	9.7738e-44	Abnormality of the nervous system (00707)	2009.0	8	271	1	23	6	0	R-HSA-162582	Signal Transduction	Enzyme	0.5	Mental or Behavioral Dysfunction (T048)	disease	O15013	C0011581	ENSG00000104728	9639	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders				TWNK	0.91	0.5	twinkle mtDNA helicase	1.1738e-06	Abnormality of the nervous system (00707)		30	271	0	128	6	1	R-HSA-1852241,R-HSA-392499	Organelle biogenesis and maintenance,Metabolism of proteins	Enzyme	0.45	Mental or Behavioral Dysfunction (T048)	disease	Q96RR1,A0A2R8Y4V4,A0A2R8Y746,E5KSY5,Q9H6V3	C0011581	ENSG00000107815	56652	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders				MRE11	0.87	0.51	MRE11 homolog, double strand break repair nuclease	2.4959e-10	Abnormality of the nervous system (00707)		33	271	0	776	6	2	R-HSA-1474165,R-HSA-1640170,R-HSA-1643685,R-HSA-168256,R-HSA-73894,R-HSA-74160,R-HSA-8953897	Reproduction,Cell Cycle,Disease,Immune System,DNA Repair,Gene expression (Transcription),Cellular responses to stimuli		0.4	Mental or Behavioral Dysfunction (T048)	disease	F8W7U8,Q05D78,P49959	C0011581	ENSG00000020922	4361	protein-coding	0	0	0
